1769397841.528271 server started (2085773): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1769397841.528299 on Linux 6.14.0-37-generic #37~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Thu Nov 20 10:25:38 UTC 2
1769397841.528308 using libevent 2.1.12-stable poll
1769397841.528312 using ncurses 6.4 20240113
1769397841.576596 yylex_token: send
1769397841.576599 yylex_token: end at WS
1769397841.576602 yylex_token: -X
1769397841.576605 yylex_token: end at WS
1769397841.576608 yylex_token: cursor-left
1769397841.576611 cmd_parse_build_commands 0:0: bind
1769397841.576614 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1769397841.576617 cmd_parse_build_commands 0:2: Left
1769397841.576621 cmd_parse_build_commands 0:3 0:0: send
1769397841.576624 cmd_parse_build_commands 0:3 0:1: -X
1769397841.576633 cmd_parse_build_commands 0:3 0:2: cursor-left
1769397841.576637 cmd_parse_build_commands 0:0: send
1769397841.576640 cmd_parse_build_commands 0:1: -X
1769397841.576643 cmd_parse_build_commands 0:2: cursor-left
1769397841.576647 args_parse_flags: next -X
1769397841.576650 args_parse_flags: -X
1769397841.576653 args_parse_flags: next cursor-left
1769397841.576656 args_parse: flags end at 2 of 3
1769397841.576659 args_parse: 2 = cursor-left (type STRING)
1769397841.576663 cmd_parse_build_commands: send-keys -X cursor-left
1769397841.576666 args_parse_flags: next -Tcopy-mode-vi
1769397841.576669 args_parse_flag_argument: -T = copy-mode-vi
1769397841.576672 args_parse_flags: next Left
1769397841.576675 args_parse: flags end at 2 of 4
1769397841.576678 args_parse: 2 = Left (type STRING)
1769397841.576683 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1769397841.576688 cmd_parse_build_commands: bind-key -T copy-mode-vi Left { send-keys -X cursor-left }
1769397841.576692 cmdq_get_command: [bind-key/0x5921699c5c40] group 2665
1769397841.576695 cmdq_append <global>: [bind-key/0x5921699c5c40]
1769397841.576699 yylex_token: end at WS
1769397841.576702 yylex_token: bind
1769397841.576705 yylex_token: end at WS
1769397841.576708 yylex_token: -Tcopy-mode-vi
1769397841.576711 yylex_token: end at WS
1769397841.576714 yylex_token: Right
1769397841.576717 yylex_token: end at WS
1769397841.576720 yylex_token: send
1769397841.576723 yylex_token: end at WS
1769397841.576726 yylex_token: -X
1769397841.576729 yylex_token: end at WS
1769397841.576732 yylex_token: cursor-right
1769397841.576735 cmd_parse_build_commands 0:0: bind
1769397841.576738 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1769397841.576741 cmd_parse_build_commands 0:2: Right
1769397841.576745 cmd_parse_build_commands 0:3 0:0: send
1769397841.576748 cmd_parse_build_commands 0:3 0:1: -X
1769397841.576751 cmd_parse_build_commands 0:3 0:2: cursor-right
1769397841.576754 cmd_parse_build_commands 0:0: send
1769397841.576757 cmd_parse_build_commands 0:1: -X
1769397841.576760 cmd_parse_build_commands 0:2: cursor-right
1769397841.576764 args_parse_flags: next -X
1769397841.576767 args_parse_flags: -X
1769397841.576770 args_parse_flags: next cursor-right
1769397841.576773 args_parse: flags end at 2 of 3
1769397841.576776 args_parse: 2 = cursor-right (type STRING)
1769397841.576781 cmd_parse_build_commands: send-keys -X cursor-right
1769397841.576784 args_parse_flags: next -Tcopy-mode-vi
1769397841.576787 args_parse_flag_argument: -T = copy-mode-vi
1769397841.576790 args_parse_flags: next Right
1769397841.576793 args_parse: flags end at 2 of 4
1769397841.576796 args_parse: 2 = Right (type STRING)
1769397841.576800 args_parse: 3 = send-keys -X cursor-right (type COMMANDS)
1769397841.576805 cmd_parse_build_commands: bind-key -T copy-mode-vi Right { send-keys -X cursor-right }
1769397841.576809 cmdq_get_command: [bind-key/0x5921699c6080] group 2673
1769397841.576812 cmdq_append <global>: [bind-key/0x5921699c6080]
1769397841.576817 yylex_token: end at WS
1769397841.576819 yylex_token: bind
1769397841.576823 yylex_token: end at WS
1769397841.576826 yylex_token: -Tcopy-mode-vi
1769397841.576829 yylex_token: end at WS
1769397841.576831 yylex_token: M-x
1769397841.576834 yylex_token: end at WS
1769397841.576837 yylex_token: send
1769397841.576840 yylex_token: end at WS
1769397841.576843 yylex_token: -X
1769397841.576846 yylex_token: end at WS
1769397841.576849 yylex_token: jump-to-mark
1769397841.576853 cmd_parse_build_commands 0:0: bind
1769397841.576856 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1769397841.576859 cmd_parse_build_commands 0:2: M-x
1769397841.576862 cmd_parse_build_commands 0:3 0:0: send
1769397841.576865 cmd_parse_build_commands 0:3 0:1: -X
1769397841.576868 cmd_parse_build_commands 0:3 0:2: jump-to-mark
1769397841.576872 cmd_parse_build_commands 0:0: send
1769397841.576875 cmd_parse_build_commands 0:1: -X
1769397841.576878 cmd_parse_build_commands 0:2: jump-to-mark
1769397841.576881 args_parse_flags: next -X
1769397841.576884 args_parse_flags: -X
1769397841.576890 args_parse_flags: next jump-to-mark
1769397841.576893 args_parse: flags end at 2 of 3
1769397841.576897 args_parse: 2 = jump-to-mark (type STRING)
1769397841.576901 cmd_parse_build_commands: send-keys -X jump-to-mark
1769397841.576904 args_parse_flags: next -Tcopy-mode-vi
1769397841.576907 args_parse_flag_argument: -T = copy-mode-vi
1769397841.576910 args_parse_flags: next M-x
1769397841.576913 args_parse: flags end at 2 of 4
1769397841.576916 args_parse: 2 = M-x (type STRING)
1769397841.576920 args_parse: 3 = send-keys -X jump-to-mark (type COMMANDS)
1769397841.576926 cmd_parse_build_commands: bind-key -T copy-mode-vi M-x { send-keys -X jump-to-mark }
1769397841.576929 cmdq_get_command: [bind-key/0x5921699c65a0] group 2681
1769397841.576933 cmdq_append <global>: [bind-key/0x5921699c65a0]
1769397841.576940 yylex_token: end at WS
1769397841.576943 yylex_token: bind
1769397841.576946 yylex_token: end at WS
1769397841.576949 yylex_token: -Tcopy-mode-vi
1769397841.576952 yylex_token: end at WS
1769397841.576955 yylex_token: C-Up
1769397841.576958 yylex_token: end at WS
1769397841.576961 yylex_token: send
1769397841.576964 yylex_token: end at WS
1769397841.576967 yylex_token: -X
1769397841.576970 yylex_token: end at WS
1769397841.576973 yylex_token: scroll-up
1769397841.576976 cmd_parse_build_commands 0:0: bind
1769397841.576979 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1769397841.576982 cmd_parse_build_commands 0:2: C-Up
1769397841.576985 cmd_parse_build_commands 0:3 0:0: send
1769397841.576988 cmd_parse_build_commands 0:3 0:1: -X
1769397841.576991 cmd_parse_build_commands 0:3 0:2: scroll-up
1769397841.576995 cmd_parse_build_commands 0:0: send
1769397841.576998 cmd_parse_build_commands 0:1: -X
1769397841.577001 cmd_parse_build_commands 0:2: scroll-up
1769397841.577005 args_parse_flags: next -X
1769397841.577008 args_parse_flags: -X
1769397841.577011 args_parse_flags: next scroll-up
1769397841.577014 args_parse: flags end at 2 of 3
1769397841.577017 args_parse: 2 = scroll-up (type STRING)
1769397841.577021 cmd_parse_build_commands: send-keys -X scroll-up
1769397841.577024 args_parse_flags: next -Tcopy-mode-vi
1769397841.577027 args_parse_flag_argument: -T = copy-mode-vi
1769397841.577030 args_parse_flags: next C-Up
1769397841.577033 args_parse: flags end at 2 of 4
1769397841.577036 args_parse: 2 = C-Up (type STRING)
1769397841.577040 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1769397841.577046 cmd_parse_build_commands: bind-key -T copy-mode-vi C-Up { send-keys -X scroll-up }
1769397841.577049 cmdq_get_command: [bind-key/0x5921699c6ad0] group 2689
1769397841.577052 cmdq_append <global>: [bind-key/0x5921699c6ad0]
1769397841.577057 yylex_token: end at WS
1769397841.577059 yylex_token: bind
1769397841.577063 yylex_token: end at WS
1769397841.577066 yylex_token: -Tcopy-mode-vi
1769397841.577069 yylex_token: end at WS
1769397841.577072 yylex_token: C-Down
1769397841.577075 yylex_token: end at WS
1769397841.577077 yylex_token: send
1769397841.577080 yylex_token: end at WS
1769397841.577083 yylex_token: -X
1769397841.577086 yylex_token: end at WS
1769397841.577089 yylex_token: scroll-down
1769397841.577093 cmd_parse_build_commands 0:0: bind
1769397841.577096 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1769397841.577099 cmd_parse_build_commands 0:2: C-Down
1769397841.577102 cmd_parse_build_commands 0:3 0:0: send
1769397841.577105 cmd_parse_build_commands 0:3 0:1: -X
1769397841.577108 cmd_parse_build_commands 0:3 0:2: scroll-down
1769397841.577111 cmd_parse_build_commands 0:0: send
1769397841.577114 cmd_parse_build_commands 0:1: -X
1769397841.577117 cmd_parse_build_commands 0:2: scroll-down
1769397841.577121 args_parse_flags: next -X
1769397841.577124 args_parse_flags: -X
1769397841.577127 args_parse_flags: next scroll-down
1769397841.577130 args_parse: flags end at 2 of 3
1769397841.577133 args_parse: 2 = scroll-down (type STRING)
1769397841.577137 cmd_parse_build_commands: send-keys -X scroll-down
1769397841.577141 args_parse_flags: next -Tcopy-mode-vi
1769397841.577144 args_parse_flag_argument: -T = copy-mode-vi
1769397841.577149 args_parse_flags: next C-Down
1769397841.577153 args_parse: flags end at 2 of 4
1769397841.577156 args_parse: 2 = C-Down (type STRING)
1769397841.577160 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1769397841.577165 cmd_parse_build_commands: bind-key -T copy-mode-vi C-Down { send-keys -X scroll-down }
1769397841.577169 cmdq_get_command: [bind-key/0x5921699c70b0] group 2697
1769397841.577172 cmdq_append <global>: [bind-key/0x5921699c70b0]
1769397841.577176 cmdq_append <global>: [key_bindings_init_done/0x5921699c7230]
1769397841.577298 add peer 0x5921699c7ef0: 9 (0x5921699c73e0)
1769397841.577313 new client 0x5921699c73e0
1769397841.577349 server loop enter
1769397841.577539 peer 0x5921699c7ef0 message 100
1769397841.577545 client 0x5921699c73e0 IDENTIFY_FLAGS 0x18010000
1769397841.577549 peer 0x5921699c7ef0 message 111
1769397841.577553 client 0x5921699c73e0 IDENTIFY_LONGFLAGS 0x18010000
1769397841.577557 peer 0x5921699c7ef0 message 101
1769397841.577560 client 0x5921699c73e0 IDENTIFY_TERM xterm-256color
1769397841.577563 peer 0x5921699c7ef0 message 109
1769397841.577588 client 0x5921699c73e0 IDENTIFY_FEATURES 
1769397841.577592 peer 0x5921699c7ef0 message 102
1769397841.577596 client 0x5921699c73e0 IDENTIFY_TTYNAME /dev/pts/0
1769397841.577599 peer 0x5921699c7ef0 message 108
1769397841.577607 client 0x5921699c73e0 IDENTIFY_CWD /home/mk/Desktop/img-resize
1769397841.577611 peer 0x5921699c7ef0 message 112
1769397841.577615 client 0x5921699c73e0 IDENTIFY_TERMINFO acsc=``aaffggiijjkkllmmnnooppqqrrssttuuvvwwxxyyzz{{||}}~~
1769397841.577619 peer 0x5921699c7ef0 message 112
1769397841.577635 client 0x5921699c73e0 IDENTIFY_TERMINFO am=1
1769397841.577638 peer 0x5921699c7ef0 message 112
1769397841.577642 client 0x5921699c73e0 IDENTIFY_TERMINFO AX=1
1769397841.577660 peer 0x5921699c7ef0 message 112
1769397841.577663 client 0x5921699c73e0 IDENTIFY_TERMINFO bce=1
1769397841.577667 peer 0x5921699c7ef0 message 112
1769397841.577670 client 0x5921699c73e0 IDENTIFY_TERMINFO bel=\a
1769397841.577674 peer 0x5921699c7ef0 message 112
1769397841.577678 client 0x5921699c73e0 IDENTIFY_TERMINFO blink=\033[5m
1769397841.577681 peer 0x5921699c7ef0 message 112
1769397841.577685 client 0x5921699c73e0 IDENTIFY_TERMINFO bold=\033[1m
1769397841.577688 peer 0x5921699c7ef0 message 112
1769397841.577692 client 0x5921699c73e0 IDENTIFY_TERMINFO civis=\033[?25l
1769397841.577696 peer 0x5921699c7ef0 message 112
1769397841.577699 client 0x5921699c73e0 IDENTIFY_TERMINFO clear=\033[H\033[2J
1769397841.577703 peer 0x5921699c7ef0 message 112
1769397841.577706 client 0x5921699c73e0 IDENTIFY_TERMINFO cnorm=\033[?12l\033[?25h
1769397841.577710 peer 0x5921699c7ef0 message 112
1769397841.577713 client 0x5921699c73e0 IDENTIFY_TERMINFO colors=256
1769397841.577717 peer 0x5921699c7ef0 message 112
1769397841.577721 client 0x5921699c73e0 IDENTIFY_TERMINFO Cr=\033]112\a
1769397841.577724 peer 0x5921699c7ef0 message 112
1769397841.577728 client 0x5921699c73e0 IDENTIFY_TERMINFO Cs=\033]12;%p1%s\a
1769397841.577744 peer 0x5921699c7ef0 message 112
1769397841.577748 client 0x5921699c73e0 IDENTIFY_TERMINFO csr=\033[%i%p1%d;%p2%dr
1769397841.577751 peer 0x5921699c7ef0 message 112
1769397841.577768 client 0x5921699c73e0 IDENTIFY_TERMINFO cub=\033[%p1%dD
1769397841.577771 peer 0x5921699c7ef0 message 112
1769397841.577774 client 0x5921699c73e0 IDENTIFY_TERMINFO cub1=\b
1769397841.577778 peer 0x5921699c7ef0 message 112
1769397841.577781 client 0x5921699c73e0 IDENTIFY_TERMINFO cud=\033[%p1%dB
1769397841.577784 peer 0x5921699c7ef0 message 112
1769397841.577788 client 0x5921699c73e0 IDENTIFY_TERMINFO cud1=\n
1769397841.577791 peer 0x5921699c7ef0 message 112
1769397841.577794 client 0x5921699c73e0 IDENTIFY_TERMINFO cuf=\033[%p1%dC
1769397841.577797 peer 0x5921699c7ef0 message 112
1769397841.577801 client 0x5921699c73e0 IDENTIFY_TERMINFO cuf1=\033[C
1769397841.577804 peer 0x5921699c7ef0 message 112
1769397841.577807 client 0x5921699c73e0 IDENTIFY_TERMINFO cup=\033[%i%p1%d;%p2%dH
1769397841.577810 peer 0x5921699c7ef0 message 112
1769397841.577819 client 0x5921699c73e0 IDENTIFY_TERMINFO cuu=\033[%p1%dA
1769397841.577822 peer 0x5921699c7ef0 message 112
1769397841.577826 client 0x5921699c73e0 IDENTIFY_TERMINFO cuu1=\033[A
1769397841.577829 peer 0x5921699c7ef0 message 112
1769397841.577832 client 0x5921699c73e0 IDENTIFY_TERMINFO cvvis=\033[?12;25h
1769397841.577836 peer 0x5921699c7ef0 message 112
1769397841.577839 client 0x5921699c73e0 IDENTIFY_TERMINFO dch=\033[%p1%dP
1769397841.577842 peer 0x5921699c7ef0 message 112
1769397841.577845 client 0x5921699c73e0 IDENTIFY_TERMINFO dch1=\033[P
1769397841.577848 peer 0x5921699c7ef0 message 112
1769397841.577852 client 0x5921699c73e0 IDENTIFY_TERMINFO dim=\033[2m
1769397841.577855 peer 0x5921699c7ef0 message 112
1769397841.577859 client 0x5921699c73e0 IDENTIFY_TERMINFO dl=\033[%p1%dM
1769397841.577862 peer 0x5921699c7ef0 message 112
1769397841.577865 client 0x5921699c73e0 IDENTIFY_TERMINFO dl1=\033[M
1769397841.577868 peer 0x5921699c7ef0 message 112
1769397841.577872 client 0x5921699c73e0 IDENTIFY_TERMINFO E3=\033[3J
1769397841.577875 peer 0x5921699c7ef0 message 112
1769397841.577879 client 0x5921699c73e0 IDENTIFY_TERMINFO ech=\033[%p1%dX
1769397841.577882 peer 0x5921699c7ef0 message 112
1769397841.577886 client 0x5921699c73e0 IDENTIFY_TERMINFO ed=\033[J
1769397841.577889 peer 0x5921699c7ef0 message 112
1769397841.577892 client 0x5921699c73e0 IDENTIFY_TERMINFO el=\033[K
1769397841.577895 peer 0x5921699c7ef0 message 112
1769397841.577898 client 0x5921699c73e0 IDENTIFY_TERMINFO el1=\033[1K
1769397841.577902 peer 0x5921699c7ef0 message 112
1769397841.577905 client 0x5921699c73e0 IDENTIFY_TERMINFO home=\033[H
1769397841.577908 peer 0x5921699c7ef0 message 112
1769397841.577912 client 0x5921699c73e0 IDENTIFY_TERMINFO hpa=\033[%i%p1%dG
1769397841.577915 peer 0x5921699c7ef0 message 112
1769397841.577918 client 0x5921699c73e0 IDENTIFY_TERMINFO ich=\033[%p1%d@
1769397841.577921 peer 0x5921699c7ef0 message 112
1769397841.577925 client 0x5921699c73e0 IDENTIFY_TERMINFO il=\033[%p1%dL
1769397841.577928 peer 0x5921699c7ef0 message 112
1769397841.577931 client 0x5921699c73e0 IDENTIFY_TERMINFO il1=\033[L
1769397841.577934 peer 0x5921699c7ef0 message 112
1769397841.577938 client 0x5921699c73e0 IDENTIFY_TERMINFO indn=\033[%p1%dS
1769397841.577941 peer 0x5921699c7ef0 message 112
1769397841.577945 client 0x5921699c73e0 IDENTIFY_TERMINFO invis=\033[8m
1769397841.577948 peer 0x5921699c7ef0 message 112
1769397841.577951 client 0x5921699c73e0 IDENTIFY_TERMINFO kcbt=\033[Z
1769397841.577955 peer 0x5921699c7ef0 message 112
1769397841.577958 client 0x5921699c73e0 IDENTIFY_TERMINFO kcub1=\033OD
1769397841.577961 peer 0x5921699c7ef0 message 112
1769397841.577964 client 0x5921699c73e0 IDENTIFY_TERMINFO kcud1=\033OB
1769397841.577967 peer 0x5921699c7ef0 message 112
1769397841.577971 client 0x5921699c73e0 IDENTIFY_TERMINFO kcuf1=\033OC
1769397841.577974 peer 0x5921699c7ef0 message 112
1769397841.577977 client 0x5921699c73e0 IDENTIFY_TERMINFO kcuu1=\033OA
1769397841.577980 peer 0x5921699c7ef0 message 112
1769397841.577984 client 0x5921699c73e0 IDENTIFY_TERMINFO kDC=\033[3;2~
1769397841.577987 peer 0x5921699c7ef0 message 112
1769397841.577990 client 0x5921699c73e0 IDENTIFY_TERMINFO kDC3=\033[3;3~
1769397841.577993 peer 0x5921699c7ef0 message 112
1769397841.577996 client 0x5921699c73e0 IDENTIFY_TERMINFO kDC4=\033[3;4~
1769397841.578000 peer 0x5921699c7ef0 message 112
1769397841.578003 client 0x5921699c73e0 IDENTIFY_TERMINFO kDC5=\033[3;5~
1769397841.578006 peer 0x5921699c7ef0 message 112
1769397841.578009 client 0x5921699c73e0 IDENTIFY_TERMINFO kDC6=\033[3;6~
1769397841.578012 peer 0x5921699c7ef0 message 112
1769397841.578016 client 0x5921699c73e0 IDENTIFY_TERMINFO kDC7=\033[3;7~
1769397841.578020 peer 0x5921699c7ef0 message 112
1769397841.578023 client 0x5921699c73e0 IDENTIFY_TERMINFO kdch1=\033[3~
1769397841.578026 peer 0x5921699c7ef0 message 112
1769397841.578029 client 0x5921699c73e0 IDENTIFY_TERMINFO kDN=\033[1;2B
1769397841.578033 peer 0x5921699c7ef0 message 112
1769397841.578036 client 0x5921699c73e0 IDENTIFY_TERMINFO kDN3=\033[1;3B
1769397841.578042 peer 0x5921699c7ef0 message 112
1769397841.578045 client 0x5921699c73e0 IDENTIFY_TERMINFO kDN4=\033[1;4B
1769397841.578049 peer 0x5921699c7ef0 message 112
1769397841.578052 client 0x5921699c73e0 IDENTIFY_TERMINFO kDN5=\033[1;5B
1769397841.578055 peer 0x5921699c7ef0 message 112
1769397841.578058 client 0x5921699c73e0 IDENTIFY_TERMINFO kDN6=\033[1;6B
1769397841.578061 peer 0x5921699c7ef0 message 112
1769397841.578065 client 0x5921699c73e0 IDENTIFY_TERMINFO kDN7=\033[1;7B
1769397841.578068 peer 0x5921699c7ef0 message 112
